GEO.id,Id
HC02_MOE_VC96,"Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC03_EST_VC96,"Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC03_MOE_VC96,"Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC04_EST_VC96,"Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC04_MOE_VC96,"Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC01_EST_VC97,"Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC01_MOE_VC97,"Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC02_EST_VC97,"Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC02_MOE_VC97,"Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC03_EST_VC97,"Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC03_MOE_VC97,"Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC04_EST_VC97,"Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC04_MOE_VC97,"Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC01_EST_VC98,"Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC01_MOE_VC98,"Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC02_EST_VC98,"Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC02_MOE_VC98,"Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC03_EST_VC98,"Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC03_MOE_VC98,"Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC04_EST_VC98,"Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC04_MOE_VC98,"Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Educational services, and health care and social assistance"
HC01_EST_VC99,"Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC01_MOE_VC99,"Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC02_EST_VC99,"Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC02_MOE_VC99,"Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC03_EST_VC99,"Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC03_MOE_VC99,"Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC04_EST_VC99,"Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC04_MOE_VC99,"Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC01_EST_VC100,Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC01_MOE_VC100,Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC02_EST_VC100,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC02_MOE_VC100,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC03_EST_VC100,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC03_MOE_VC100,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC04_EST_VC100,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC04_MOE_VC100,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Other services (except public administration)
HC01_EST_VC101,Total; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC01_MOE_VC101,Total; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC02_EST_VC101,Foreign born; Entered 2000 or later; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC02_MOE_VC101,Foreign born; Entered 2000 or later; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC03_EST_VC101,Foreign born; Entered 1990 to 1999; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC03_MOE_VC101,Foreign born; Entered 1990 to 1999; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC04_EST_VC101,Foreign born; Entered before 1990; Estimate; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC04_MOE_VC101,Foreign born; Entered before 1990; Margin of Error; Civilian employed population 16 years and over - INDUSTRY - Public administration
HC01_EST_VC103,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC01_MOE_VC103,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC02_EST_VC103,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC02_MOE_VC103,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC03_EST_VC103,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC03_MOE_VC103,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC04_EST_VC103,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC04_MOE_VC103,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings"
HC01_EST_VC104,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC01_MOE_VC104,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC02_EST_VC104,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC02_MOE_VC104,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC03_EST_VC104,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC03_MOE_VC104,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC04_EST_VC104,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC04_MOE_VC104,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $1 to $9,999 or loss"
HC01_EST_VC105,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC01_MOE_VC105,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC02_EST_VC105,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC02_MOE_VC105,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC03_EST_VC105,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC03_MOE_VC105,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC04_EST_VC105,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC04_MOE_VC105,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $10,000 to $14,999"
HC01_EST_VC106,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC01_MOE_VC106,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC02_EST_VC106,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC02_MOE_VC106,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC03_EST_VC106,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC03_MOE_VC106,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC04_EST_VC106,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC04_MOE_VC106,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $15,000 to $24,999"
HC01_EST_VC107,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC01_MOE_VC107,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC02_EST_VC107,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC02_MOE_VC107,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC03_EST_VC107,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC03_MOE_VC107,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC04_EST_VC107,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC04_MOE_VC107,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $25,000 to $34,999"
HC01_EST_VC108,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC01_MOE_VC108,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC02_EST_VC108,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC02_MOE_VC108,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC03_EST_VC108,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC03_MOE_VC108,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC04_EST_VC108,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC04_MOE_VC108,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $35,000 to $49,999"
HC01_EST_VC109,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC01_MOE_VC109,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC02_EST_VC109,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC02_MOE_VC109,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC03_EST_VC109,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC03_MOE_VC109,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC04_EST_VC109,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC04_MOE_VC109,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $50,000 to $74,999"
HC01_EST_VC110,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC01_MOE_VC110,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC02_EST_VC110,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC02_MOE_VC110,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC03_EST_VC110,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC03_MOE_VC110,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC04_EST_VC110,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC04_MOE_VC110,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - $75,000 or more"
HC01_EST_VC112,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC01_MOE_VC112,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC02_EST_VC112,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC02_MOE_VC112,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC03_EST_VC112,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC03_MOE_VC112,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC04_EST_VC112,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC04_MOE_VC112,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Male"
HC01_EST_VC113,"Total; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC01_MOE_VC113,"Total; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC02_EST_VC113,"Foreign born; Entered 2000 or later; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC02_MOE_VC113,"Foreign born; Entered 2000 or later; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC03_EST_VC113,"Foreign born; Entered 1990 to 1999; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC03_MOE_VC113,"Foreign born; Entered 1990 to 1999; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC04_EST_VC113,"Foreign born; Entered before 1990; Estimate; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC04_MOE_VC113,"Foreign born; Entered before 1990; Margin of Error; EARNINGS IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS - Population 16 years and over with earnings - Median earnings (dollars) for full-time, year-round workers: - Female"
HC01_EST_VC115,Total; Estimate; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households
HC01_MOE_VC115,Total; Margin of Error; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households
HC02_EST_VC115,Foreign born; Entered 2000 or later; Estimate; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households
HC02_MOE_VC115,Foreign born; Entered 2000 or later; Margin of Error; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households
